,기업명,업력,기업형태,사원수,업종,사업내용,평균연봉,최저연봉,최고연봉,22년 대비 증감률,연봉신뢰도,매출액(2020),매출액(2021),매출액(2022),매출액(2023),영업이익(2020),영업이익(2021),영업이익(2022),영업이익(2023)
580,(주)에쓰씨케이,,,,,,"7,443","3,853","8,479",4.48,보통,"181억 6,513만원","180억 1,179만원","152억 6,841만원","213억 8,305만원","15억 6,644만원",35억 200만원,"34억 5,184만원","38억 3,340만원"
581,(주)에쓰씨케이,,,,,,"7,443","3,853","8,479",4.48,보통,"181억 6,513만원","180억 1,179만원","152억 6,841만원","213억 8,305만원","15억 6,644만원",35억 200만원,"34억 5,184만원","38억 3,340만원"
582,쿠도커뮤니케이션(주),,,,,,"4,967","2,968","6,691",-0.52,높음,"803억 3,564만원","874억 8,528만원","962억 2,522만원","914억 2,708만원",44억 622만원,"42억 8,086만원","21억 7,006만원","11억 6,222만원"
583,에스넷시스템(주),,,,,,,,,,,,,,,,,,
584,에스넷시스템(주),,,,,,,,,,,"803억 3,564만원","874억 8,528만원","962억 2,522만원","914억 2,708만원",44억 622만원,"42억 8,086만원","21억 7,006만원","11억 6,222만원"
585,(주)크레버스,,,,,,,,,,,"803억 3,564만원","874억 8,528만원","962억 2,522만원","914억 2,708만원",44억 622만원,"42억 8,086만원","21억 7,006만원","11억 6,222만원"
586,(주)크레버스,,,,,,,,,,,"803억 3,564만원","874억 8,528만원","962억 2,522만원","914억 2,708만원",44억 622만원,"42억 8,086만원","21억 7,006만원","11억 6,222만원"
587,(주)아이센스,,,,,,,,,,,"803억 3,564만원","874억 8,528만원","962억 2,522만원","914억 2,708만원",44억 622만원,"42억 8,086만원","21억 7,006만원","11억 6,222만원"
588,(주)미리디,,,,,,"5,326","3,011","7,100",14.44,높음,,,,,,,,
589,(주)미리디,,,,,,"5,326","3,011","7,100",14.44,높음,,,,,,,,
590,(주)크레버스,,,,,,,,,,,,,,,,,,
591,(주)삼안,,,,,,"7,853","4,070","8,809",4.07,"매우
낮음",,,,,,,,
592,(주)한국네트웍스,,,,,,,,,,,,,,,,,,
593,(주)한국네트웍스,,,,,,,,,,,,,,,,,,
594,(주)한국네트웍스,,,,,,,,,,,,,,,,,,
595,(주)제니스클라우드,,,,,,"5,256","3,020","7,152",-1.2,높음,"1,606억 5,135만원","2,289억 5,976만원","2,368억 6,984만원","2,065억 2,355만원","14억 6,911만원","114억 8,660만원",122억 694만원,55억 249만원
596,펜타시큐리티(주),,,,,,"6,614","3,670","8,383",9,보통,"217억 8,188만원","263억 4,473만원","269억 4,153만원","335억 6,831만원","- 18억 1,069만원","12억 4,115만원","22억 3,813만원",38억 25만원
597,펜타시큐리티(주),,,,,,"6,614","3,670","8,383",9,보통,"217억 8,188만원","263억 4,473만원","269억 4,153만원","335억 6,831만원","- 18억 1,069만원","12억 4,115만원","22억 3,813만원",38억 25만원
598,펜타시큐리티(주),,,,,,"6,614","3,670","8,383",9,보통,"217억 8,188만원","263억 4,473만원","269억 4,153만원","335억 6,831만원","- 18억 1,069만원","12억 4,115만원","22억 3,813만원",38억 25만원
599,(주)키다리스튜디오,,,,,,,,,,,"217억 8,188만원","263억 4,473만원","269억 4,153만원","335억 6,831만원","- 18억 1,069만원","12억 4,115만원","22억 3,813만원",38억 25만원
600,펜타시큐리티(주),,,,,,"6,614","3,670","8,383",9,보통,"217억 8,188만원","263억 4,473만원","269억 4,153만원","335억 6,831만원","- 18억 1,069만원","12억 4,115만원","22억 3,813만원",38억 25만원
601,(주)키다리스튜디오,,,,,,,,,,,"217억 8,188만원","263억 4,473만원","269억 4,153만원","335억 6,831만원","- 18억 1,069만원","12억 4,115만원","22억 3,813만원",38억 25만원
602,롯데이노베이트(주),,,,,,"7,299","3,855","8,292",9.09,낮음,,,,,,,,
603,(주)제니스클라우드,,,,,,"5,256","3,020","7,152",-1.2,높음,"1,606억 5,135만원","2,289억 5,976만원","2,368억 6,984만원","2,065억 2,355만원","14억 6,911만원","114억 8,660만원",122억 694만원,55억 249만원
604,(주)바텍,,,,,,"5,046","3,005","6,866",-7.85,"매우
낮음",,,,,,,,
605,(주)바텍,,,,,,"5,046","3,005","6,866",-7.85,"매우
낮음",,,,,,,,
606,(주)바텍,,,,,,"5,046","3,005","6,866",-7.85,"매우
낮음",,,,,,,,
607,(주)에이디티,,,,,,,,,,,,,,,,,,
608,(주)인젠트,,,,,,"4,962","2,934","7,000",2.82,높음,288억 688만원,"296억 4,334만원","319억 3,880만원","371억 8,818만원","- 27억 1,209만원","2억 1,017만원","4억 4,712만원","13억 2,867만원"
609,(주)에이디티,,,,,,,,,,,288억 688만원,"296억 4,334만원","319억 3,880만원","371억 8,818만원","- 27억 1,209만원","2억 1,017만원","4억 4,712만원","13억 2,867만원"
610,(주)삼안,,,,,,"7,853","4,070","8,809",4.07,"매우
낮음",,,,,,,,
611,(주)에이디티,,,,,,,,,,,,,,,,,,
612,펜타시큐리티(주),,,,,,"6,614","3,670","8,383",9,보통,"217억 8,188만원","263억 4,473만원","269억 4,153만원","335억 6,831만원","- 18억 1,069만원","12억 4,115만원","22억 3,813만원",38억 25만원
613,(주)씨메스,,,,,,"6,024","3,448","7,405",8.35,보통,,,,,,,,
614,(주)씨메스,,,,,,"6,024","3,448","7,405",8.35,보통,,,,,,,,
615,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
616,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
617,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
618,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
619,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
620,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
621,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
622,굿어스(주),,,,,,"5,181","3,030","7,125",4.14,높음,"366억 1,848만원","510억 2,288만원","489억 3,775만원","374억 4,776만원","- 1억 1,500만원","2억 3,504만원","- 14억 1,838만원",1억 743만원
623,(주)정원엔시스,,,,,,"5,391","3,102","6,930",-12.21,높음,,,,,,,,
624,(주)지2터치,,,,,,"8,418","4,486","9,347",10.75,낮음,"170억 7,250만원","484억 7,634만원","169억 5,012만원","344억 1,413만원","15억 7,986만원","163억 3,276만원","10억 6,482만원",93억 875만원
625,(주)지2터치,,,,,,"8,418","4,486","9,347",10.75,낮음,"170억 7,250만원","484억 7,634만원","169억 5,012만원","344억 1,413만원","15억 7,986만원","163억 3,276만원","10억 6,482만원",93억 875만원
626,(주)씨메스,,,,,,"6,024","3,448","7,405",8.35,보통,,,,,,,,
627,굿어스(주),,,,,,"5,181","3,030","7,125",4.14,높음,"366억 1,848만원","510억 2,288만원","489억 3,775만원","374억 4,776만원","- 1억 1,500만원","2억 3,504만원","- 14억 1,838만원",1억 743만원
628,굿어스(주),,,,,,"5,181","3,030","7,125",4.14,높음,"366억 1,848만원","510억 2,288만원","489억 3,775만원","374억 4,776만원","- 1억 1,500만원","2억 3,504만원","- 14억 1,838만원",1억 743만원
629,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
630,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
631,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
632,(주)씨메스,,,,,,"6,024","3,448","7,405",8.35,보통,,,,,,,,
633,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
634,(주)씨메스,,,,,,"6,024","3,448","7,405",8.35,보통,,,,,,,,
635,(주)자이오넥스,,,,,,"7,557","4,197","8,975",7.91,"매우
낮음","169억 4,327만원",,,,"8억 9,779만원",,,
636,(주)미디어윌네트웍스,,,,,,"5,228","3,049","6,570",4.5,보통,330억 802만원,"494억 2,514만원","528억 1,341만원","485억 9,594만원","74억 8,380만원","149억 8,731만원","135억 4,700만원","151억 5,762만원"
637,(주)필라테크,,,,,,"4,362","2,836","5,942",2.9,"매우
높음","283억 1,031만원","260억 3,449만원","278억 4,651만원","348억 9,959만원","7억 1,521만원","5억 5,734만원","11억 9,413만원","18억 8,284만원"
638,(주)필라테크,,,,,,"4,362","2,836","5,942",2.9,"매우
높음","283억 1,031만원","260억 3,449만원","278억 4,651만원","348억 9,959만원","7억 1,521만원","5억 5,734만원","11억 9,413만원","18억 8,284만원"
639,슈어소프트테크(주),,,,,,,,,,,"283억 1,031만원","260억 3,449만원","278억 4,651만원","348억 9,959만원","7억 1,521만원","5억 5,734만원","11억 9,413만원","18억 8,284만원"
640,(주)이테크시스템,,,,,,,,,,,"283억 1,031만원","260억 3,449만원","278억 4,651만원","348억 9,959만원","7억 1,521만원","5억 5,734만원","11억 9,413만원","18억 8,284만원"
641,(주)필라테크,,,,,,"4,362","2,836","5,942",2.9,"매우
높음","283억 1,031만원","260억 3,449만원","278억 4,651만원","348억 9,959만원","7억 1,521만원","5억 5,734만원","11억 9,413만원","18억 8,284만원"
642,슈어소프트테크(주),,,,,,,,,,,"283억 1,031만원","260억 3,449만원","278억 4,651만원","348억 9,959만원","7억 1,521만원","5억 5,734만원","11억 9,413만원","18억 8,284만원"
643,슈어소프트테크(주),,,,,,,,,,,"283억 1,031만원","260억 3,449만원","278억 4,651만원","348억 9,959만원","7억 1,521만원","5억 5,734만원","11억 9,413만원","18억 8,284만원"
644,(주)빗썸코리아,,,,,,"8,703","4,378","10,125",1.99,높음,"2,185억 6,800만원",1조 99억원,"3,201억 329만원","1,358억 4,920만원","1,492억 3,488만원","7,821억 4,598만원","1,634억 8,263만원","- 148억 7,441만원"
645,(주)한맥기술,,,,,,"7,466","3,862","8,153",5.72,"매우
높음","398억 6,121만원","351억 5,397만원","412억 7,639만원","418억 6,522만원","32억 7,326만원","16억 2,862만원","12억 8,301만원","7억 1,536만원"
646,굿어스(주),,,,,,"5,181","3,030","7,125",4.14,높음,"366억 1,848만원","510억 2,288만원","489억 3,775만원","374억 4,776만원","- 1억 1,500만원","2억 3,504만원","- 14억 1,838만원",1억 743만원
647,(주)씨메스,,,,,,"6,024","3,448","7,405",8.35,보통,,,,,,,,
648,엘씨텍(주),,,,,,"5,130","3,032","6,364",-4.02,높음,"241억 2,916만원","274억 1,316만원","250억 5,770만원","262억 9,365만원","5억 7,380만원",166만원,"1,471만원","5억 1,128만원"
649,엘씨텍(주),,,,,,"5,130","3,032","6,364",-4.02,높음,"241억 2,916만원","274억 1,316만원","250억 5,770만원","262억 9,365만원","5억 7,380만원",166만원,"1,471만원","5억 1,128만원"
650,엘씨텍(주),,,,,,"5,130","3,032","6,364",-4.02,높음,"241억 2,916만원","274억 1,316만원","250억 5,770만원","262억 9,365만원","5억 7,380만원",166만원,"1,471만원","5억 1,128만원"
651,(주)유진로봇,,,,,,"6,577","3,678","7,402",11.12,높음,,,,,,,,
652,호전실업(주),,,,,,"5,823","3,361","7,301",-3.14,높음,,,,,,,,
653,(주)유진로봇,,,,,,"6,577","3,678","7,402",11.12,높음,,,,,,,,
654,(주)엠젠솔루션,,,,,,"4,648","2,877","6,307",37.15,낮음,,,,,,,,
655,(주)유진로봇,,,,,,"6,577","3,678","7,402",11.12,높음,,,,,,,,
656,(주)유진로봇,,,,,,"6,577","3,678","7,402",11.12,높음,,,,,,,,
657,(주)캠시스,,,,,,,,,,,,,,,,,,
658,넛지헬스케어(주),,,,,,"3,818","2,763","5,943",-4.65,높음,,,,,,,,
659,넛지헬스케어(주),,,,,,"3,818","2,763","5,943",-4.65,높음,,,,,,,,
660,넛지헬스케어(주),,,,,,"3,818","2,763","5,943",-4.65,높음,,,,,,,,
661,넛지헬스케어(주),,,,,,"3,818","2,763","5,943",-4.65,높음,,,,,,,,
662,(주)솔리드이엔지,,,,,,,,,,,,,,,,,,
663,(주)스카우트,,,,,,"3,363","2,533","5,232",-2.49,"매우
높음","198억 5,108만원","223억 7,131만원","261억 6,931만원","265억 3,178만원","10억 2,633만원","8억 8,822만원","4억 4,357만원","- 7억 4,064만원"
664,(주)수산아이앤티 (구 플러스기술),,,,,,,,,,,"198억 5,108만원","223억 7,131만원","261억 6,931만원","265억 3,178만원","10억 2,633만원","8억 8,822만원","4억 4,357만원","- 7억 4,064만원"
665,(주)기가레인,,,,,,"5,747","3,278","6,925",11.53,높음,,,,,,,,
666,(주)아이트로닉스,,,,,,"5,207","3,058","6,805",11.52,보통,"210억 7,650만원","184억 5,863만원","173억 6,089만원",206억 664만원,"24억 2,312만원","17억 4,170만원","1억 2,534만원","1억 6,962만원"
667,(주)티사이언티픽,,,,,,"3,375","2,483","5,603",-31.32,보통,,,,,,,,
668,(주)로보티즈,,,,,,,,,,,,,,,,,,
669,아이원스(주),,,,,,"4,827","2,894","6,733",-6.02,높음,,,,,,,,
670,한화시스템(주),,,,,,"9,166","4,426","9,022",3.75,높음,,,,,,,,
671,아이원스(주),,,,,,"4,827","2,894","6,733",-6.02,높음,,,,,,,,
672,(주)앤씨앤,,,,,,"5,820","3,360","7,246",53.28,높음,,,,,,,,
673,(주)링네트,,,,,,"6,086","3,450","7,443",1.87,높음,,,,,,,,
674,(주)링네트,,,,,,"6,086","3,450","7,443",1.87,높음,,,,,,,,
675,(주)링네트,,,,,,"6,086","3,450","7,443",1.87,높음,,,,,,,,
676,(주)링네트,,,,,,"6,086","3,450","7,443",1.87,높음,,,,,,,,
677,(주)링네트,,,,,,"6,086","3,450","7,443",1.87,높음,,,,,,,,
678,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
679,(주)이엘피,,,,,,,,,,,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
680,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
681,(주)네비웍스,,,,,,"5,263","3,101","7,155",7.21,높음,"80억 4,514만원","118억 6,314만원","110억 4,233만원","142억 9,049만원",- 24억 946만원,"6억 8,238만원","- 9억 4,114만원","- 35억 8,255만원"
682,(주)네비웍스,,,,,,"5,263","3,101","7,155",7.21,높음,"80억 4,514만원","118억 6,314만원","110억 4,233만원","142억 9,049만원",- 24억 946만원,"6억 8,238만원","- 9억 4,114만원","- 35억 8,255만원"
683,(주)앤씨앤,,,,,,"5,820","3,360","7,246",53.28,높음,,,,,,,,
684,스콥정보통신(주),,,,,,"6,508","3,431","7,880",17.54,높음,"76억 6,167만원","78억 2,667만원","85억 2,094만원",94억 142만원,"8억 2,291만원","2억 4,085만원","- 5,023만원","1억 8,634만원"
685,스콥정보통신(주),,,,,,"6,508","3,431","7,880",17.54,높음,"76억 6,167만원","78억 2,667만원","85억 2,094만원",94억 142만원,"8억 2,291만원","2억 4,085만원","- 5,023만원","1억 8,634만원"
686,(주)인피닉,,,,,,"4,095","2,681","6,255",6.42,높음,,,,,,,,
687,(주)캐럿글로벌,,,,,,"4,765","2,914","6,064",4.86,높음,"276억 9,480만원","320억 9,316만원","313억 3,647만원","351억 1,688만원","15억 1,167만원","58억 6,147만원","62억 9,457만원","66억 7,791만원"
688,(주)인피닉,,,,,,"4,095","2,681","6,255",6.42,높음,,,,,,,,
689,코리아엑스퍼트(주),,,,,,"6,168","3,322","7,483",-0.45,높음,60억 87만원,"97억 7,157만원","115억 4,130만원","102억 3,856만원","3억 3,877만원",6억 221만원,"14억 5,768만원","10억 9,051만원"
690,(주)엑셈,,,,,,"6,162","3,417","8,341",12.67,높음,,,,,,,,
691,(주)에이스웍스코리아,,,,,,,,,,,,,,,,,,
692,(주)엑셈,,,,,,"6,162","3,417","8,341",12.67,높음,,,,,,,,
693,(주)엔텔스,,,,,,"6,122","3,309","7,616",1.42,높음,,,,,,,,
694,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
695,브레인즈컴퍼니(주),,,,,,"5,651","3,155","7,246",1.99,보통,,,,,,,,
696,(주)헤리트,,,,,,,,,,,,,,,,,,
697,(주)헤리트,,,,,,,,,,,,,,,,,,
698,(주)엑셈,,,,,,,,,,,,,,,,,,
699,브레인즈컴퍼니(주),,,,,,"5,651","3,155","7,246",1.99,보통,,,,,,,,
700,(주)아이디에스앤트러스트,,,,,,"6,228","3,305","7,674",3.64,높음,"95억 3,704만원",140억 57만원,"107억 5,315만원",194억 580만원,"7억 3,791만원","12억 2,764만원",9억 453만원,"16억 6,583만원"
701,아이원스(주),,,,,,,,,,,,,,,,,,
702,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
703,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
704,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
705,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
706,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
707,(주)이파피루스,,,,,,"6,614","3,464","8,140",15.61,높음,"66억 2,194만원","92억 8,315만원","96억 6,229만원","110억 6,824만원","28억 3,364만원","35억 2,052만원","19억 9,766만원",25억 68만원
708,한솔아이원스(주),,,,,,"4,827","2,894","6,733",-6.02,높음,,,,,,,,
709,브레인즈컴퍼니(주),,,,,,"5,651","3,155","7,246",1.99,보통,,,,,,,,
710,(주)현대바이오랜드,,,,,,"5,720","3,269","7,387",3.14,보통,,,,,,,,
